id,label,text_a,text_b
14060,Negative,location - 2 - general,location - 1 ' s not too bad but avoid location - 2
14061,None,location - 2 - price,location - 1 ' s not too bad but avoid location - 2
14062,None,location - 2 - safety,location - 1 ' s not too bad but avoid location - 2
14063,None,location - 2 - transit location,location - 1 ' s not too bad but avoid location - 2
14064,Positive,location - 2 - general,you could be south somewhere like location - 2 that ' s beautiful and very safe or south in location - 1 where you might feel uneasy
14065,None,location - 2 - price,you could be south somewhere like location - 2 that ' s beautiful and very safe or south in location - 1 where you might feel uneasy
14066,Positive,location - 2 - safety,you could be south somewhere like location - 2 that ' s beautiful and very safe or south in location - 1 where you might feel uneasy
14067,None,location - 2 - transit location,you could be south somewhere like location - 2 that ' s beautiful and very safe or south in location - 1 where you might feel uneasy
14068,None,location - 2 - general,i have told a couple of other people that the boroughs of location - 1 and location - 2 are the best combination of cheap and safe
14069,Positive,location - 2 - price,i have told a couple of other people that the boroughs of location - 1 and location - 2 are the best combination of cheap and safe
14070,Positive,location - 2 - safety,i have told a couple of other people that the boroughs of location - 1 and location - 2 are the best combination of cheap and safe
14071,None,location - 2 - transit location,i have told a couple of other people that the boroughs of location - 1 and location - 2 are the best combination of cheap and safe
14072,Negative,location - 2 - general,right near the shithole which is location - 2 location - 1 is quite nice
14073,None,location - 2 - price,right near the shithole which is location - 2 location - 1 is quite nice
14074,None,location - 2 - safety,right near the shithole which is location - 2 location - 1 is quite nice
14075,None,location - 2 - transit location,right near the shithole which is location - 2 location - 1 is quite nice
14076,None,location - 2 - general,"location - 2 and location - 1 are both great areas , a bit quieter but still very central , with a good crowd"
14077,None,location - 2 - price,"location - 2 and location - 1 are both great areas , a bit quieter but still very central , with a good crowd"
14078,None,location - 2 - safety,"location - 2 and location - 1 are both great areas , a bit quieter but still very central , with a good crowd"
14079,Positive,location - 2 - transit location,"location - 2 and location - 1 are both great areas , a bit quieter but still very central , with a good crowd"
14080,None,location - 2 - general,i love living near the location - 2 and location - 1
14081,None,location - 2 - price,i love living near the location - 2 and location - 1
14082,None,location - 2 - safety,i love living near the location - 2 and location - 1
14083,None,location - 2 - transit location,i love living near the location - 2 and location - 1
14084,None,location - 2 - general,"location - 1 and location - 2 are the less affluent areas , and are actually where you might find some racism"
14085,Positive,location - 2 - price,"location - 1 and location - 2 are the less affluent areas , and are actually where you might find some racism"
14086,None,location - 2 - safety,"location - 1 and location - 2 are the less affluent areas , and are actually where you might find some racism"
14087,None,location - 2 - transit location,"location - 1 and location - 2 are the less affluent areas , and are actually where you might find some racism"
14088,None,location - 2 - general,location - 2 - an average area but has the very dodgy st raphaels estate location - 1 - a diverse area
14089,None,location - 2 - price,location - 2 - an average area but has the very dodgy st raphaels estate location - 1 - a diverse area
14090,Negative,location - 2 - safety,location - 2 - an average area but has the very dodgy st raphaels estate location - 1 - a diverse area
14091,None,location - 2 - transit location,location - 2 - an average area but has the very dodgy st raphaels estate location - 1 - a diverse area
14092,None,location - 2 - general,"the natural history museum and other main museums are in location - 2 , and harrods is nearby along location - 1"
14093,None,location - 2 - price,"the natural history museum and other main museums are in location - 2 , and harrods is nearby along location - 1"
14094,None,location - 2 - safety,"the natural history museum and other main museums are in location - 2 , and harrods is nearby along location - 1"
14095,None,location - 2 - transit location,"the natural history museum and other main museums are in location - 2 , and harrods is nearby along location - 1"
14096,Positive,location - 2 - general,"location - 1 ' s also nice , as are parts of location - 2"
14097,None,location - 2 - price,"location - 1 ' s also nice , as are parts of location - 2"
14098,None,location - 2 - safety,"location - 1 ' s also nice , as are parts of location - 2"
14099,None,location - 2 - transit location,"location - 1 ' s also nice , as are parts of location - 2"
14100,Positive,location - 2 - general,move to somewhere like location2/location1 youre not that far from the central
